"","subject","date_time","ip","Qplace_1_age","Qreponse_1_age","Qplace_2_sex","Qreponse_2_sex","Qplace_25_NativeLang","Qreponse_25_NativeLang","Qplace_20_turk","Qreponse_20_turk","Qrt","Iid","Iname","Ireponse","Irt","Iplace","Gid","Gname","Gplace","Bid","Bname","Bplace","X","expt"
"14","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105672","I","0.97","8.964","1","86891","DE-N-N-8-T-D","11","6638","target","2",NA,"256"
"15","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105692","I","0.216","11.514","1","86911","NM-On-N-8-T-U","12","6638","target","2",NA,"256"
"16","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105751","I","0.14","6.28","1","86970","UE-P-O-11-T-D","13","6638","target","2",NA,"256"
"17","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105815","I","0.938","14.529","1","87034","DD-Nw-N-7-T-D","14","6638","target","2",NA,"256"
"18","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105738","I","0.152","15.154","1","86957","DE-No-O-10-T-U","15","6638","target","2",NA,"256"
"19","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105833","I","0.156","5.38","1","87052","DD-Nw-O-9-T-U","16","6638","target","2",NA,"256"
"20","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105770","I","0.228","13.473","1","86989","NM-Ex-P-2-T-U","17","6638","target","2",NA,"256"
"21","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105733","I","0.942","7.393","1","86952","DE-No-O-9-T-D","18","6638","target","2",NA,"256"
"22","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105808","I","0.158","44.533","1","87027","DD-Ew-P-4-T-D","19","6638","target","2",NA,"256"
"23","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105724","I","0.922","6.435","1","86943","UE-M-O-12-T-U","20","6638","target","2",NA,"256"
"24","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105803","I","0.694","10.738","1","87022","DD-Nw-P-3-T-U","21","6638","target","2",NA,"256"
"25","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105678","I","0.944","11.26","1","86897","DE-No-N-6-T-D","22","6638","target","2",NA,"256"
"26","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105769","I","0.996","6.802","1","86988","NM-Ex-P-1-T-U","23","6638","target","2",NA,"256"
"27","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105826","I","0.106","57.391","1","87045","DD-Ew-N-6-T-U","24","6638","target","2",NA,"256"
"28","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105703","I","0.202","27.982","1","86922","NM-Ex-O-11-T-D","25","6638","target","2",NA,"256"
"29","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105813","I","0.162","9.018","1","87032","DD-Nw-N-5-T-D","26","6638","target","2",NA,"256"
"30","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105755","I","0.352","9.478","1","86974","UE-P-O-11-T-U","27","6638","target","2",NA,"256"
"31","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105798","I","0.258","6.603","1","87017","DD-Nw-P-2-T-D","28","6638","target","2",NA,"256"
"32","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105806","I","0.776","65.882","1","87025","DD-Ew-P-2-T-D","29","6638","target","2",NA,"256"
"33","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105707","I","0.398","6.019","1","86926","NM-Ex-O-11-T-U","30","6638","target","2",NA,"256"
"34","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105802","I","0.76","4.648","1","87021","DD-Nw-P-2-T-U","31","6638","target","2",NA,"256"
"35","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105698","I","0.128","7.292","1","86917","UE-E-O-10-T-U","32","6638","target","2",NA,"256"
"36","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105709","I","0.904","6.061","1","86928","DE-F-O-9-T-D","33","6638","target","2",NA,"256"
"37","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105696","I","0.306","6.305","1","86915","UE-E-O-12-T-D","34","6638","target","2",NA,"256"
"38","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105737","I","0.146","5.071","1","86956","DE-No-O-9-T-U","35","6638","target","2",NA,"256"
"39","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105792","I","0.418","8.218","1","87011","UE-P-P-4-T-D","36","6638","target","2",NA,"256"
"40","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105804","I","0.192","6.479","1","87023","DD-Nw-P-4-T-U","37","6638","target","2",NA,"256"
"41","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105695","I","0.114","4.162","1","86914","UE-E-O-11-T-D","38","6638","target","2",NA,"256"
"42","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105742","I","0.078","10.932","1","86961","NM-On-O-10-T-D","39","6638","target","2",NA,"256"
"43","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105759","I","0.804","4.875","1","86978","UE-E-P-3-T-D","40","6638","target","2",NA,"256"
"44","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105795","I","0.962","5.061","1","87014","UE-P-P-3-T-U","41","6638","target","2",NA,"256"
"45","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105722","I","0.136","5.739","1","86941","UE-M-O-10-T-U","42","6638","target","2",NA,"256"
"46","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105827","I","0.78","9.23","1","87046","DD-Ew-N-7-T-U","43","6638","target","2",NA,"256"
"47","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105740","I","0.172","4.193","1","86959","DE-No-O-12-T-U","44","6638","target","2",NA,"256"
"48","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105721","I","0.954","6.413","1","86940","UE-M-O-9-T-U","45","6638","target","2",NA,"256"
"49","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105657","I","0.932","7.87","1","86876","NM-Ex-N-5-T-U","46","6638","target","2",NA,"256"
"50","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105777","I","0.98","4.569","1","86996","UE-M-P-1-T-U","47","6638","target","2",NA,"256"
"51","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105691","I","0.32","6.007","1","86910","NM-On-N-7-T-U","48","6638","target","2",NA,"256"
"52","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105668","I","0.532","12.166","1","86887","DE-F-N-8-T-U","49","6638","target","2",NA,"256"
"53","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105782","I","0.166","4.919","1","87001","NM-On-P-2-T-D","50","6638","target","2",NA,"256"
"54","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105662","I","0.186","8.291","1","86881","DE-F-N-6-T-D","51","6638","target","2",NA,"256"
"55","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105726","I","0.946","8.704","1","86945","DE-N-O-10-T-D","52","6638","target","2",NA,"256"
"56","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105749","I","0.134","4.596","1","86968","UE-P-O-9-T-D","53","6638","target","2",NA,"256"
"57","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105667","I","0.198","3.217","1","86886","DE-F-N-7-T-U","54","6638","target","2",NA,"256"
"58","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105739","I","0.262","10.308","1","86958","DE-No-O-11-T-U","55","6638","target","2",NA,"256"
"59","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105764","I","0.204","12.594","1","86983","UE-E-P-4-T-U","56","6638","target","2",NA,"256"
"60","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105834","I","0.73","5.815","1","87053","DD-Nw-O-10-T-U","57","6638","target","2",NA,"256"
"61","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105805","I","0.636","8.059","1","87024","DD-Ew-P-1-T-D","58","6638","target","2",NA,"256"
"62","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105843","I","0.514","2.845","1","87062","DD-Ew-O-11-T-U","59","6638","target","2",NA,"256"
"63","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105830","I","0.286","6.067","1","87049","DD-Nw-O-10-T-D","60","6638","target","2",NA,"256"
"64","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105791","I","0.918","5.473","1","87010","UE-P-P-3-T-D","61","6638","target","2",NA,"256"
"65","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105655","I","0.32","13.048","1","86874","NM-Ex-N-7-T-D","62","6638","target","2",NA,"256"
"66","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105706","I","0.288","7.316","1","86925","NM-Ex-O-10-T-U","63","6638","target","2",NA,"256"
"67","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105671","I","0.972","17.57","1","86890","DE-N-N-7-T-D","64","6638","target","2",NA,"256"
"68","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105732","I","0.194","4.785","1","86951","DE-N-O-12-T-U","65","6638","target","2",NA,"256"
"69","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105728","I","0.948","6.701","1","86947","DE-N-O-12-T-D","66","6638","target","2",NA,"256"
"70","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105715","I","0.118","6.743","1","86934","DE-F-O-11-T-U","67","6638","target","2",NA,"256"
"71","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105807","I","0.128","7.346","1","87026","DD-Ew-P-3-T-D","68","6638","target","2",NA,"256"
"72","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105745","I","0.11","4.62","1","86964","NM-On-O-9-T-U","69","6638","target","2",NA,"256"
"73","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105712","I","0.988","7.556","1","86931","DE-F-O-12-T-D","70","6638","target","2",NA,"256"
"74","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105653","I","0.544","7.764","1","86872","NM-Ex-N-5-T-D","71","6638","target","2",NA,"256"
"75","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105772","I","0.26","3.745","1","86991","NM-Ex-P-4-T-U","72","6638","target","2",NA,"256"
"76","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105822","I","0.136","7.481","1","87041","DD-Ew-N-6-T-D","73","6638","target","2",NA,"256"
"77","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105796","I","0.212","14.16","1","87015","UE-P-P-4-T-U","74","6638","target","2",NA,"256"
"78","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105731","I","0.122","28.653","1","86950","DE-N-O-11-T-U","75","6638","target","2",NA,"256"
"79","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105810","I","0.484","9.231","1","87029","DD-Ew-P-2-T-U","76","6638","target","2",NA,"256"
"80","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105773","I","0.846","4.624","1","86992","UE-M-P-1-T-D","77","6638","target","2",NA,"256"
"81","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105812","I","0.31","8.087","1","87031","DD-Ew-P-4-T-U","78","6638","target","2",NA,"256"
"82","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105774","I","0.544","4.792","1","86993","UE-M-P-2-T-D","79","6638","target","2",NA,"256"
"83","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105823","I","0.394","10.039","1","87042","DD-Ew-N-7-T-D","80","6638","target","2",NA,"256"
"84","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105704","I","0.566","5.747","1","86923","NM-Ex-O-12-T-D","81","6638","target","2",NA,"256"
"85","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105841","I","0.26","9.741","1","87060","DD-Ew-O-9-T-U","82","6638","target","2",NA,"256"
"86","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105677","I","0.172","3.29","1","86896","DE-No-N-5-T-D","83","6638","target","2",NA,"256"
"87","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105836","I","0.938","3.403","1","87055","DD-Nw-O-12-T-U","84","6638","target","2",NA,"256"
"88","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105656","I","0.814","13.913","1","86875","NM-Ex-N-8-T-D","85","6638","target","2",NA,"256"
"89","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105783","I","0.968","5.07","1","87002","NM-On-P-3-T-D","86","6638","target","2",NA,"256"
"90","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105723","I","0.6","5.291","1","86942","UE-M-O-11-T-U","87","6638","target","2",NA,"256"
"91","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105797","I","0.7","3.809","1","87016","DD-Nw-P-1-T-D","88","6638","target","2",NA,"256"
"92","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105786","I","0.348","16.415","1","87005","NM-On-P-2-T-U","89","6638","target","2",NA,"256"
"93","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105768","I","0.254","2.553","1","86987","NM-Ex-P-4-T-D","90","6638","target","2",NA,"256"
"94","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105817","I","0.59","8.174","1","87036","DD-Nw-N-5-T-U","91","6638","target","2",NA,"256"
"95","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105744","I","0.348","4.692","1","86963","NM-On-O-12-T-D","92","6638","target","2",NA,"256"
"96","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105729","I","0.184","5.902","1","86948","DE-N-O-9-T-U","93","6638","target","2",NA,"256"
"97","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105785","I","0.896","5.003","1","87004","NM-On-P-1-T-U","94","6638","target","2",NA,"256"
"98","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105666","I","0.072","5.852","1","86885","DE-F-N-6-T-U","95","6638","target","2",NA,"256"
"99","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105761","I","0.992","4.635","1","86980","UE-E-P-1-T-U","96","6638","target","2",NA,"256"
"100","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105681","I","0.114","6.014","1","86900","DE-No-N-5-T-U","97","6638","target","2",NA,"256"
"101","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105790","I","0.254","4.186","1","87009","UE-P-P-2-T-D","98","6638","target","2",NA,"256"
"102","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105765","I","0.288","3.528","1","86984","NM-Ex-P-1-T-D","99","6638","target","2",NA,"256"
"103","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105663","I","0.432","4.869","1","86882","DE-F-N-7-T-D","100","6638","target","2",NA,"256"
"104","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105781","I","0.222","6.163","1","87000","NM-On-P-1-T-D","101","6638","target","2",NA,"256"
"105","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105664","I","0.79","4.91","1","86883","DE-F-N-8-T-D","102","6638","target","2",NA,"256"
"106","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105687","I","0.324","3.38","1","86906","NM-On-N-7-T-D","103","6638","target","2",NA,"256"
"107","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105708","I","0.464","7.574","1","86927","NM-Ex-O-12-T-U","104","6638","target","2",NA,"256"
"108","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105747","I","0.228","9.373","1","86966","NM-On-O-11-T-U","105","6638","target","2",NA,"256"
"109","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105794","I","0.604","4.259","1","87013","UE-P-P-2-T-U","106","6638","target","2",NA,"256"
"110","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105686","I","0.202","3.617","1","86905","NM-On-N-6-T-D","107","6638","target","2",NA,"256"
"111","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105831","I","0.646","3.781","1","87050","DD-Nw-O-11-T-D","108","6638","target","2",NA,"256"
"112","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105675","I","0.25","4.511","1","86894","DE-N-N-7-T-U","109","6638","target","2",NA,"256"
"113","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105673","I","0.108","8.722","1","86892","DE-N-N-5-T-U","110","6638","target","2",NA,"256"
"114","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105839","I","0.146","6.303","1","87058","DD-Ew-O-11-T-D","111","6638","target","2",NA,"256"
"115","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105670","I","0.96","8.749","1","86889","DE-N-N-6-T-D","112","6638","target","2",NA,"256"
"116","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105690","I","0.094","5.301","1","86909","NM-On-N-6-T-U","113","6638","target","2",NA,"256"
"117","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105746","I","0.108","10.378","1","86965","NM-On-O-10-T-U","114","6638","target","2",NA,"256"
"118","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105717","I","0.188","4.048","1","86936","UE-M-O-9-T-D","115","6638","target","2",NA,"256"
"119","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105779","I","0.982","4.967","1","86998","UE-M-P-3-T-U","116","6638","target","2",NA,"256"
"120","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105789","I","0.172","6.541","1","87008","UE-P-P-1-T-D","117","6638","target","2",NA,"256"
"121","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105682","I","0.112","4.834","1","86901","DE-No-N-6-T-U","118","6638","target","2",NA,"256"
"122","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105741","I","0.17","5.28","1","86960","NM-On-O-9-T-D","119","6638","target","2",NA,"256"
"123","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105814","I","-1","6.67","1","87033","DD-Nw-N-6-T-D","120","6638","target","2",NA,"256"
"124","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105771","I","0.876","8.525","1","86990","NM-Ex-P-3-T-U","121","6638","target","2",NA,"256"
"125","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105800","I","0.106","5.883","1","87019","DD-Nw-P-4-T-D","122","6638","target","2",NA,"256"
"126","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105824","I","0.954","10.471","1","87043","DD-Ew-N-8-T-D","123","6638","target","2",NA,"256"
"127","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105658","I","0.21","10.047","1","86877","NM-Ex-N-6-T-U","124","6638","target","2",NA,"256"
"128","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105716","I","0.256","3.493","1","86935","DE-F-O-12-T-U","125","6638","target","2",NA,"256"
"129","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105784","I","-1","3.529","1","87003","NM-On-P-4-T-D","126","6638","target","2",NA,"256"
"130","7747","2013-02-28_21:09:41","71.119.124.115","1","1962","2","Woman","3","English","4","JUVCCX2D","35.571","105828","I","0.102","7.691","1","87047","DD-Ew-N-8-T-U","127","6638","target","2",NA,"256"
