subject,date_time,ip,Qplace_1_age,Qreponse_1_age,Qplace_2_sex,Qreponse_2_sex,Qplace_25_NativeLang,Qreponse_25_NativeLang,Qplace_20_turk,Qreponse_20_turk,Qrt,Iid,Iname,Ireponse,Irt,Iplace,Gid,Gname,Gplace,Bid,Bname,Bplace
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103229,I,0.234,3.763,1,84708,NM-Ex-O-12-T-U,61,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103194,I,0.286,2.902,1,84673,DE-N-N-5-T-U,62,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103192,I,1,6.048,1,84671,DE-N-N-7-T-D,63,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103226,I,1,3.912,1,84705,NM-Ex-O-9-T-U,64,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103202,I,0.29,4.164,1,84681,DE-No-N-5-T-U,65,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103211,I,0.208,3.534,1,84690,NM-On-N-6-T-U,66,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103291,I,0.208,2.149,1,84770,NM-Ex-P-2-T-U,67,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103317,I,0.216,1.926,1,84796,UE-P-P-4-T-U,68,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103256,I,1,3.667,1,84735,DE-No-O-11-T-D,69,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103188,I,0.266,3.512,1,84667,DE-F-N-7-T-U,70,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103311,I,1,2.755,1,84790,UE-P-P-2-T-D,71,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103224,I,0.252,6.338,1,84703,NM-Ex-O-11-T-D,72,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103308,I,0.252,4.683,1,84787,NM-On-P-3-T-U,73,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103220,I,1,3.732,1,84699,UE-E-O-11-T-U,74,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103240,I,0.274,4.768,1,84719,UE-M-O-11-T-D,75,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103233,I,0.274,2.788,1,84712,DE-F-O-12-T-D,76,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103300,I,1,3.025,1,84779,UE-M-P-3-T-U,77,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103181,I,0.296,4.156,1,84660,NM-Ex-N-8-T-U,78,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103254,I,0.296,3.822,1,84733,DE-No-O-9-T-D,79,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103264,I,0.256,26.079,1,84743,NM-On-O-11-T-D,80,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103271,I,0.31,3.748,1,84750,UE-P-O-10-T-D,81,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103265,I,0.31,2.709,1,84744,NM-On-O-12-T-D,82,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103313,I,0.31,2.041,1,84792,UE-P-P-4-T-D,83,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103199,I,1,2.644,1,84678,DE-No-N-6-T-D,84,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103243,I,1,3.178,1,84722,UE-M-O-10-T-U,85,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103217,I,0.242,3.196,1,84696,UE-E-O-12-T-D,86,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103250,I,0.19,7.884,1,84729,DE-N-O-9-T-U,87,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103185,I,0.92,4.003,1,84664,DE-F-N-8-T-D,88,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103310,I,0.254,3.123,1,84789,UE-P-P-1-T-D,89,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103200,I,0.992,3.639,1,84679,DE-No-N-7-T-D,90,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103198,I,0.976,2.931,1,84677,DE-No-N-5-T-D,91,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103312,I,0.272,3.158,1,84791,UE-P-P-3-T-D,92,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103222,I,0.272,2.552,1,84701,NM-Ex-O-9-T-D,93,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103260,I,0.272,2.668,1,84739,DE-No-O-11-T-U,94,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103187,I,0.272,2.902,1,84666,DE-F-N-6-T-U,95,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103282,I,1,3.486,1,84761,UE-E-P-1-T-U,96,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103215,I,0.23,2.193,1,84694,UE-E-O-10-T-D,97,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103289,I,0.23,6.402,1,84768,NM-Ex-P-4-T-D,98,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103255,I,1,2.488,1,84734,DE-No-O-10-T-D,99,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103266,I,0.28,9.538,1,84745,NM-On-O-9-T-U,100,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103239,I,0.28,5.968,1,84718,UE-M-O-10-T-D,101,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103267,I,0.28,3.145,1,84746,NM-On-O-10-T-U,102,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103284,I,1,2.288,1,84763,UE-E-P-3-T-U,103,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103292,I,1,2.82,1,84771,NM-Ex-P-3-T-U,104,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103197,I,0.278,4.904,1,84676,DE-N-N-8-T-U,105,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103228,I,0.232,3.319,1,84707,NM-Ex-O-11-T-U,106,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103280,I,0.292,3.95,1,84759,UE-E-P-3-T-D,107,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103252,I,0.284,7.756,1,84731,DE-N-O-11-T-U,108,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103298,I,0.974,5.134,1,84777,UE-M-P-1-T-U,109,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103290,I,0.274,4.219,1,84769,NM-Ex-P-1-T-U,110,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103196,I,0.326,4.541,1,84675,DE-N-N-7-T-U,111,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103309,I,0.348,3.535,1,84788,NM-On-P-4-T-U,112,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103305,I,0.348,7.954,1,84784,NM-On-P-4-T-D,113,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103237,I,0.348,3.679,1,84716,DE-F-O-12-T-U,114,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103223,I,0.348,1.994,1,84702,NM-Ex-O-10-T-D,115,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103183,I,0.348,3.532,1,84662,DE-F-N-6-T-D,116,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103270,I,0.348,2.61,1,84749,UE-P-O-9-T-D,117,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103287,I,0.278,4.441,1,84766,NM-Ex-P-2-T-D,118,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103218,I,0.998,2.801,1,84697,UE-E-O-9-T-U,119,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103245,I,1,3.057,1,84724,UE-M-O-12-T-U,120,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103315,I,0.996,2.536,1,84794,UE-P-P-2-T-U,121,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103273,I,0.24,2.211,1,84752,UE-P-O-12-T-D,122,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103180,I,0.24,4.451,1,84659,NM-Ex-N-7-T-U,123,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103277,I,1,3.141,1,84756,UE-P-O-12-T-U,124,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103244,I,1,2.674,1,84723,UE-M-O-11-T-U,125,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103262,I,0.216,3.233,1,84741,NM-On-O-9-T-D,126,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103216,I,0.256,6.81,1,84695,UE-E-O-11-T-D,127,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103189,I,0.29,4.479,1,84668,DE-F-N-8-T-U,128,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103225,I,0.268,2.587,1,84704,NM-Ex-O-12-T-D,129,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103231,I,0.268,2.208,1,84710,DE-F-O-10-T-D,130,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103295,I,0.256,6.462,1,84774,UE-M-P-2-T-D,131,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103249,I,0.996,9.134,1,84728,DE-N-O-12-T-D,132,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103283,I,0.204,3.202,1,84762,UE-E-P-2-T-U,133,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103268,I,0.35,0.613,1,84747,NM-On-O-11-T-U,134,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103193,I,NA,0.23,1,84672,DE-N-N-8-T-D,135,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103210,I,0.246,4.957,1,84689,NM-On-N-5-T-U,136,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103235,I,0.246,2.753,1,84714,DE-F-O-10-T-U,137,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103232,I,0.934,2.931,1,84711,DE-F-O-11-T-D,138,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103236,I,0.202,3.397,1,84715,DE-F-O-11-T-U,139,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103301,I,1,5.386,1,84780,UE-M-P-4-T-U,140,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103184,I,1,3.223,1,84663,DE-F-N-7-T-D,141,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103201,I,1,2.809,1,84680,DE-No-N-8-T-D,142,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103221,I,1,2.751,1,84700,UE-E-O-12-T-U,143,6600,target,2
7510,2013-02-20_22:31:33,50.148.127.111,1,1992,2,Man,3,English,4,83XP9MFG,25.697,103272,I,0.25,4.642,1,84751,UE-P-O-11-T-D,144,6600,target,2
7514,2013-02-20_22:32:20,98.209.112.132,1,1984,2,Woman,3,English,4,e2evxkp,119.62,103172,I,0.088,18.894,1,84651,DE-F-O-2-N-U,1,6599,training,1
