"","subject","date_time","ip","Qplace_1_age","Qreponse_1_age","Qplace_2_sex","Qreponse_2_sex","Qplace_25_NativeLang","Qreponse_25_NativeLang","Qplace_20_turk","Qreponse_20_turk","Qrt","Iid","Iname","Ireponse","Irt","Iplace","Gid","Gname","Gplace","Bid","Bname","Bplace","X","expt"
"24","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110958","I","0.214","4.146","1","92033","UE-E-P-4-T-D","21","6785","target","2",NA,"264"
"25","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111091","I","0.258","4.149","1","92166","DE-No-N-10-T-U","22","6785","target","2",NA,"264"
"26","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111087","I","1","4.64","1","92162","UE-P-P-10-T-U","23","6785","target","2",NA,"264"
"27","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111084","I","0.276","5.683","1","92159","NM-On-O-10-T-D","24","6785","target","2",NA,"264"
"28","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111001","I","1","4.136","1","92076","DE-No-N-6-T-D","25","6785","target","2",NA,"264"
"29","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111009","I","1","4.929","1","92084","UE-M-O-6-T-U","26","6785","target","2",NA,"264"
"30","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111068","I","1","4.29","1","92143","UE-E-P-9-T-U","27","6785","target","2",NA,"264"
"31","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110910","I","0.214","7.075","1","91985","DE-N-N-1-T-U","28","6785","target","2",NA,"264"
"32","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111089","I","1","5.677","1","92164","UE-M-O-10-T-U","29","6785","target","2",NA,"264"
"33","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110961","I","1","7.368","1","92036","DE-No-N-4-T-D","30","6785","target","2",NA,"264"
"34","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110986","I","1","6.194","1","92061","DD-Ew-O-5-T-D","31","6785","target","2",NA,"264"
"35","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111092","I","0.28","9.893","1","92167","DE-F-O-10-T-U","32","6785","target","2",NA,"264"
"36","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111020","I","1","3.905","1","92095","DE-N-N-7-T-D","33","6785","target","2",NA,"264"
"37","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111026","I","1","6.05","1","92101","DD-Ew-O-7-T-D","34","6785","target","2",NA,"264"
"38","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110951","I","1","3.716","1","92026","DE-No-N-3-T-U","35","6785","target","2",NA,"264"
"39","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110985","I","0.18","5.993","1","92060","DD-Nw-P-5-T-D","36","6785","target","2",NA,"264"
"40","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111022","I","0.73","6.44","1","92097","DE-F-O-7-T-D","37","6785","target","2",NA,"264"
"41","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110933","I","1","8.014","1","92008","NM-Ex-N-2-T-U","38","6785","target","2",NA,"264"
"42","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111075","I","0.18","12.954","1","92150","DD-Nw-P-9-T-U","39","6785","target","2",NA,"264"
"43","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110921","I","1","4.421","1","91996","DE-No-N-2-T-D","40","6785","target","2",NA,"264"
"44","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111085","I","0.406","7.031","1","92160","DD-Nw-P-10-T-D","41","6785","target","2",NA,"264"
"45","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110984","I","0.242","4.534","1","92059","NM-On-O-5-T-D","42","6785","target","2",NA,"264"
"46","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111054","I","1","5.249","1","92129","NM-On-O-8-T-U","43","6785","target","2",NA,"264"
"47","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110993","I","0.458","9.774","1","92068","NM-Ex-N-5-T-U","44","6785","target","2",NA,"264"
"48","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111032","I","0.33","7.85","1","92107","DE-F-O-7-T-U","45","6785","target","2",NA,"264"
"49","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111088","I","0.998","11.768","1","92163","UE-E-P-10-T-U","46","6785","target","2",NA,"264"
"50","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110996","I","0.292","10.095","1","92071","DD-Ew-O-5-T-U","47","6785","target","2",NA,"264"
"51","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110959","I","0.136","7.28","1","92034","UE-M-O-4-T-D","48","6785","target","2",NA,"264"
"52","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110946","I","1","6.383","1","92021","DD-Ew-O-3-T-D","49","6785","target","2",NA,"264"
"53","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110990","I","0.148","5.308","1","92065","DE-N-N-5-T-U","50","6785","target","2",NA,"264"
"54","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111010","I","0.086","7.8","1","92085","DE-N-N-6-T-U","51","6785","target","2",NA,"264"
"55","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111072","I","0.23","4.769","1","92147","DE-F-O-9-T-U","52","6785","target","2",NA,"264"
"56","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111008","I","1","6.16","1","92083","UE-E-P-6-T-U","53","6785","target","2",NA,"264"
"57","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111050","I","0.19","5.731","1","92125","DE-N-N-8-T-U","54","6785","target","2",NA,"264"
"58","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110963","I","0.054","7.248","1","92038","NM-Ex-N-4-T-D","55","6785","target","2",NA,"264"
"59","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111043","I","0.082","4.262","1","92118","NM-Ex-N-8-T-D","56","6785","target","2",NA,"264"
"60","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110977","I","0.082","5.302","1","92052","UE-P-P-5-T-D","57","6785","target","2",NA,"264"
"61","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111056","I","0.154","6.284","1","92131","DD-Ew-O-8-T-U","58","6785","target","2",NA,"264"
"62","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111069","I","0.996","5.344","1","92144","UE-M-O-9-T-U","59","6785","target","2",NA,"264"
"63","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110974","I","0.034","6.116","1","92049","NM-On-O-4-T-U","60","6785","target","2",NA,"264"
"64","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111038","I","0.146","6.355","1","92113","UE-E-P-8-T-D","61","6785","target","2",NA,"264"
"65","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110956","I","0.126","7.633","1","92031","DD-Ew-O-3-T-U","62","6785","target","2",NA,"264"
"66","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111024","I","0.082","7.203","1","92099","NM-On-O-7-T-D","63","6785","target","2",NA,"264"
"67","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110899","I","0.106","4.412","1","91974","UE-M-O-1-T-D","64","6785","target","2",NA,"264"
"68","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110897","I","0.082","4.733","1","91972","UE-P-P-1-T-D","65","6785","target","2",NA,"264"
"69","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110914","I","0.152","7.473","1","91989","NM-On-O-1-T-U","66","6785","target","2",NA,"264"
"70","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111086","I","0.988","9.812","1","92161","DD-Ew-O-10-T-D","67","6785","target","2",NA,"264"
"71","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110949","I","0.996","5.131","1","92024","UE-M-O-3-T-U","68","6785","target","2",NA,"264"
"72","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111039","I","0.124","6.138","1","92114","UE-M-O-8-T-D","69","6785","target","2",NA,"264"
"73","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110992","I","0.142","4.412","1","92067","DE-F-O-5-T-U","70","6785","target","2",NA,"264"
"74","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111023","I","0.11","8.06","1","92098","NM-Ex-N-7-T-D","71","6785","target","2",NA,"264"
"75","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110950","I","0.11","4.983","1","92025","DE-N-N-3-T-U","72","6785","target","2",NA,"264"
"76","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111061","I","1","5.212","1","92136","DE-No-N-9-T-D","73","6785","target","2",NA,"264"
"77","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110938","I","0.144","4.585","1","92013","UE-E-P-3-T-D","74","6785","target","2",NA,"264"
"78","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111090","I","0.144","4.19","1","92165","DE-N-N-10-T-U","75","6785","target","2",NA,"264"
"79","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111030","I","0.098","4.812","1","92105","DE-N-N-7-T-U","76","6785","target","2",NA,"264"
"80","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111007","I","1","3.315","1","92082","UE-P-P-6-T-U","77","6785","target","2",NA,"264"
"81","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111034","I","0.074","6.054","1","92109","NM-On-O-7-T-U","78","6785","target","2",NA,"264"
"82","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110997","I","0.078","4.863","1","92072","UE-P-P-6-T-D","79","6785","target","2",NA,"264"
"83","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110945","I","0.106","3.171","1","92020","DD-Nw-P-3-T-D","80","6785","target","2",NA,"264"
"84","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111025","I","0.082","6.483","1","92100","DD-Nw-P-7-T-D","81","6785","target","2",NA,"264"
"85","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110919","I","0.13","4.778","1","91994","UE-M-O-2-T-D","82","6785","target","2",NA,"264"
"86","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111077","I","0.13","4.722","1","92152","UE-P-P-10-T-D","83","6785","target","2",NA,"264"
"87","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111066","I","1","7.689","1","92141","DD-Ew-O-9-T-D","84","6785","target","2",NA,"264"
"88","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110980","I","1","6.424","1","92055","DE-N-N-5-T-D","85","6785","target","2",NA,"264"
"89","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110935","I","1","5.73","1","92010","DD-Nw-P-2-T-U","86","6785","target","2",NA,"264"
"90","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110932","I","0.102","4.689","1","92007","DE-F-O-2-T-U","87","6785","target","2",NA,"264"
"91","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110955","I","1","5.984","1","92030","DD-Nw-P-3-T-U","88","6785","target","2",NA,"264"
"92","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110918","I","0.094","5.05","1","91993","UE-E-P-2-T-D","89","6785","target","2",NA,"264"
"93","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110940","I","1","3.6","1","92015","DE-N-N-3-T-D","90","6785","target","2",NA,"264"
"94","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111047","I","1","3.891","1","92122","UE-P-P-8-T-U","91","6785","target","2",NA,"264"
"95","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111004","I","0.1","6.388","1","92079","NM-On-O-6-T-D","92","6785","target","2",NA,"264"
"96","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110976","I","0.116","6.866","1","92051","DD-Ew-O-4-T-U","93","6785","target","2",NA,"264"
"97","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110912","I","0.056","3.995","1","91987","DE-F-O-1-T-U","94","6785","target","2",NA,"264"
"98","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111045","I","0.058","4.612","1","92120","DD-Nw-P-8-T-D","95","6785","target","2",NA,"264"
"99","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110942","I","0.446","5.022","1","92017","DE-F-O-3-T-D","96","6785","target","2",NA,"264"
"100","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110989","I","0.66","9.343","1","92064","UE-M-O-5-T-U","97","6785","target","2",NA,"264"
"101","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111063","I","0.076","4.474","1","92138","NM-Ex-N-9-T-D","98","6785","target","2",NA,"264"
"102","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110931","I","0.15","9.68","1","92006","DE-No-N-2-T-U","99","6785","target","2",NA,"264"
"103","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111058","I","0.122","5.791","1","92133","UE-E-P-9-T-D","100","6785","target","2",NA,"264"
"104","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111065","I","0.084","5.055","1","92140","DD-Nw-P-9-T-D","101","6785","target","2",NA,"264"
"105","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110937","I","0.084","3.038","1","92012","UE-P-P-3-T-D","102","6785","target","2",NA,"264"
"106","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110979","I","0.084","3.551","1","92054","UE-M-O-5-T-D","103","6785","target","2",NA,"264"
"107","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111019","I","0.084","2.194","1","92094","UE-M-O-7-T-D","104","6785","target","2",NA,"264"
"108","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110934","I","1","4.198","1","92009","NM-On-O-2-T-U","105","6785","target","2",NA,"264"
"109","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110929","I","1","5.564","1","92004","UE-M-O-2-T-U","106","6785","target","2",NA,"264"
"110","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110973","I","0.066","4.346","1","92048","NM-Ex-N-4-T-U","107","6785","target","2",NA,"264"
"111","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110923","I","0.102","8.572","1","91998","NM-Ex-N-2-T-D","108","6785","target","2",NA,"264"
"112","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111070","I","0.094","5.165","1","92145","DE-N-N-9-T-U","109","6785","target","2",NA,"264"
"113","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110954","I","0.094","3.398","1","92029","NM-On-O-3-T-U","110","6785","target","2",NA,"264"
"114","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111074","I","0.094","8.854","1","92149","NM-On-O-9-T-U","111","6785","target","2",NA,"264"
"115","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111041","I","0.094","2.696","1","92116","DE-No-N-8-T-D","112","6785","target","2",NA,"264"
"116","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111057","I","0.094","3.927","1","92132","UE-P-P-9-T-D","113","6785","target","2",NA,"264"
"117","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110972","I","0.094","2.668","1","92047","DE-F-O-4-T-U","114","6785","target","2",NA,"264"
"118","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110966","I","1","5.182","1","92041","DD-Ew-O-4-T-D","115","6785","target","2",NA,"264"
"119","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110960","I","1","4.546","1","92035","DE-N-N-4-T-D","116","6785","target","2",NA,"264"
"120","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111073","I","0.106","3.822","1","92148","NM-Ex-N-9-T-U","117","6785","target","2",NA,"264"
"121","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111076","I","0.106","5.563","1","92151","DD-Ew-O-9-T-U","118","6785","target","2",NA,"264"
"122","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110981","I","0.996","3.65","1","92056","DE-No-N-5-T-D","119","6785","target","2",NA,"264"
"123","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111018","I","0.134","3.674","1","92093","UE-E-P-7-T-D","120","6785","target","2",NA,"264"
"124","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110995","I","0.134","5.053","1","92070","DD-Nw-P-5-T-U","121","6785","target","2",NA,"264"
"125","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110915","I","0.994","9.529","1","91990","DD-Nw-P-1-T-U","122","6785","target","2",NA,"264"
"126","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110928","I","0.142","3.518","1","92003","UE-E-P-2-T-U","123","6785","target","2",NA,"264"
"127","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","110991","I","0.142","4.365","1","92066","DE-No-N-5-T-U","124","6785","target","2",NA,"264"
"128","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111079","I","0.142","4.733","1","92154","UE-M-O-10-T-D","125","6785","target","2",NA,"264"
"129","7894","2013-03-04_01:06:49","198.72.219.187","1","1958","2","Woman","3","English","4","KZ2ZWKFE","57.781","111046","I","1","6.582","1","92121","DD-Ew-O-8-T-D","126","6785","target","2",NA,"264"
